"","logFC","logCPM","F","PValue","FDR"
"lamb4",-1.47220477313138,6.48334181332333,29.6677581712031,8.0494078678978e-05,0.00719315210595017
"cldn11b",-2.2230621099615,3.15345091820746,29.5912916084788,8.15292279282692e-05,0.00725542469451282
"LOC108250990",-1.73322266450217,5.63101340161589,29.5181468782986,8.25336527419102e-05,0.00731445971221383
"LOC112451158",-2.21470394979504,2.31635184684688,29.4092735891701,8.40549796105075e-05,0.00739808788959123
"LOC108237654",-1.76171256910909,3.60897608114116,29.401333439464,8.41671769972612e-05,0.00739808788959123
"slc7a10a",-1.55283940781238,4.04275143386834,29.3554097287093,8.48194608124442e-05,0.00742499173895711
"fmnl2b",1.6741173744696,6.53069936329531,29.3282497914867,8.52079459821497e-05,0.007428678119834
"LOC108230135",-2.31892742331805,5.42759867609622,29.6075907192283,8.63707216971027e-05,0.00749176377073364
"cep170aa",1.03243878114358,6.1891528874393,29.2300109101419,8.66301774207088e-05,0.00749176377073364
"hbegfa",-1.04445381667011,5.94444571663173,29.2041499524976,8.70090670336838e-05,0.0074943110870338
"saga",-4.76061386442269,3.5231676102535,29.8150844805784,8.77691063288104e-05,0.00752953609373598
"dlx3b",-1.27499156118396,4.96116869967603,29.1028314677597,8.85118242128185e-05,0.00756300037407298
"LOC108246698",-1.49736972564835,7.38584578890622,28.992308668614,9.01849978019603e-05,0.00767538749150255
"LOC108248997",-1.40196670409423,6.11329312076656,28.9682651451552,9.05537509083896e-05,0.00767630946929736
"irf6",-1.46373789342212,4.0871926504728,28.9271541286961,9.11882618423153e-05,0.00769966398319739
"crybgx",-2.25862728265617,7.40712471319071,29.2252607459016,9.24946372534484e-05,0.00776358122959682
"dgkab",-1.77379242130786,4.32319547681987,28.810795705263,9.30118422387989e-05,0.00776358122959682
"enam",-3.91847871188366,6.09287212280755,31.4225787657908,9.30312107057576e-05,0.00776358122959682
"si:dkey-34e4.1",1.39476783672624,5.10932586646752,28.7593952099195,9.38306288398044e-05,0.00779994378576467
"LOC108247605",-1.31241147480846,7.94393338911086,28.6861042379201,9.50123942249388e-05,0.00786689043861693
"thsd7aa",1.75377774770222,5.62945963723636,28.6548479308458,9.55215424423677e-05,0.00786689043861693
"LOC108229171",-2.20883380390781,2.7329296329468,28.6417154501097,9.57363922450235e-05,0.00786689043861693
"pfkmb",-2.9741034614302,5.01334327365542,29.1156047068624,9.63300739411468e-05,0.00788546219777013
"plp1b",-3.95883524427729,4.83071806607563,29.9664852083441,9.71473856033267e-05,0.00792212919784999
